iter	Logloss
0	0.5467533413
1	0.4361629638
2	0.3477250764
3	0.2938287132
4	0.2430070269
5	0.2114423892
6	0.1842221911
7	0.1692825254
8	0.1486563897
9	0.1330571045
10	0.1183705976
11	0.1069545376
12	0.09760013444
13	0.08972668721
14	0.08215860092
15	0.07745518494
16	0.07224863195
17	0.06903258567
18	0.06519398026
19	0.06057495648
20	0.05814107948
21	0.05551607371
22	0.05258020228
23	0.05028330096
24	0.04721024672
25	0.04525165651
26	0.04241750355
27	0.04066172772
28	0.03893994483
29	0.03713016068
30	0.03485512092
31	0.03394904486
32	0.03269559223
33	0.03131990109
34	0.03010270733
35	0.02857338618
36	0.02758746859
37	0.02674014824
38	0.02564541935
39	0.02510228171
40	0.02410944484
41	0.02352704351
42	0.02278624331
43	0.02195992076
44	0.02118787808
45	0.02053975365
46	0.01987413233
47	0.01936479714
48	0.01886033745
49	0.01853195263
50	0.01790903866
51	0.01751476706
52	0.01656032516
53	0.01580657163
54	0.01543478419
55	0.01503355086
56	0.01463064584
57	0.01421362738
58	0.01407780673
59	0.01378898589
60	0.01352187111
61	0.01292867729
62	0.01264757853
63	0.01219779433
64	0.01200129519
65	0.01165063935
66	0.01120956328
67	0.01101810048
68	0.01065333842
69	0.01035894582
70	0.01010696671
71	0.009987060537
72	0.009936586825
73	0.00988672781
74	0.009737893865
75	0.009707346035
76	0.009665956655
77	0.009381852209
78	0.009112081222
79	0.009017363092
80	0.008989157761
81	0.008797759772
82	0.008762488948
83	0.008484419505
84	0.008468625166
85	0.008162237802
86	0.008135243387
87	0.008122452811
88	0.00785731261
89	0.00785729673
90	0.007674298243
91	0.007674269947
92	0.007462109062
93	0.00745078539
94	0.007339436907
95	0.007214558321
96	0.007072322441
97	0.007065237739
98	0.007065218875
99	0.006969965882
100	0.00695917191
101	0.006799184908
102	0.00672930737
103	0.006689593902
104	0.006576111119
105	0.006543507449
106	0.006404369646
107	0.006236917526
108	0.006120260039
109	0.005998835414
110	0.005889958827
111	0.005760528276
112	0.005614428988
113	0.00556571116
114	0.005546077683
115	0.005443023407
116	0.00539004231
117	0.005382899827
118	0.005293408806
119	0.00518600954
120	0.005097423377
121	0.005050663732
122	0.005017566902
123	0.004930580919
124	0.004857103987
125	0.004795163808
126	0.004715135077
127	0.004612036819
128	0.00457922069
129	0.004511925931
130	0.004437346886
131	0.004346974857
132	0.004305275004
133	0.004240007545
134	0.004156995372
135	0.004103356156
136	0.004030343601
137	0.003973880837
138	0.00393303736
139	0.00389863616
140	0.003852770795
141	0.003790752174
142	0.00375538263
143	0.003733767372
144	0.00366463185
145	0.003622849023
146	0.003565915372
147	0.003532618999
148	0.00347992416
149	0.003477203831
150	0.003428857926
151	0.003380953101
152	0.003380946974
153	0.003380931355
154	0.003380916582
155	0.003379200737
156	0.003340324901
157	0.00329458332
158	0.003263987165
159	0.003203626913
160	0.003169377632
161	0.003121356284
162	0.003097924612
163	0.003096690583
164	0.003049550734
165	0.002991263173
166	0.002963349478
167	0.002928445966
168	0.002892725321
169	0.002892799103
170	0.002892784169
171	0.002892816133
172	0.002892785741
173	0.00287411529
174	0.00287411005
175	0.002845122298
176	0.002810207819
177	0.002780050086
178	0.002751202509
179	0.002751078846
180	0.002717799019
181	0.00271776119
182	0.002686543792
183	0.002686442077
184	0.002654645642
185	0.002654588586
186	0.002654584394
187	0.00265457994
188	0.002654537496
189	0.002653340627
190	0.0026532952
191	0.002653290222
192	0.002651904977
193	0.002631061609
194	0.002629758934
195	0.002629189028
196	0.00258490891
197	0.002584902724
198	0.002569521137
199	0.002545562853
200	0.002512993059
201	0.002512121753
202	0.002511041111
203	0.002510939718
204	0.00251095046
205	0.002510438777
206	0.002509188985
207	0.0025087767
208	0.002508248773
209	0.002507249714
210	0.002506064272
211	0.002482037419
212	0.002458675204
213	0.002458648742
214	0.002458099129
215	0.002458040441
216	0.002431521843
217	0.002431510113
218	0.002430892362
219	0.00243093533
220	0.002430300025
221	0.002429910898
222	0.002429831149
223	0.002429445488
224	0.002428577207
225	0.002428577207
226	0.002427659723
227	0.002427651863
228	0.002396735828
229	0.002395447826
230	0.00239522948
231	0.002395073793
232	0.002394718659
233	0.002394562348
234	0.002393658536
235	0.002393448253
236	0.002393195889
237	0.002392823624
238	0.002392525511
239	0.002392457713
240	0.002392381573
241	0.002391627786
242	0.002391393035
243	0.002391374433
244	0.00239071188
245	0.002390522033
246	0.00238975246
247	0.002389511945
248	0.002389230237
249	0.002388927045
250	0.00238834152
251	0.002388325818
252	0.002368294326
253	0.002346132559
254	0.002346130463
255	0.002346146546
256	0.002346052953
257	0.002345955228
258	0.00234595281
259	0.002345221675
260	0.00234519092
261	0.002345218269
262	0.002345075944
263	0.002345056193
264	0.00234501123
265	0.002344955889
266	0.002344950447
267	0.00234494164
268	0.002344919209
269	0.002344920257
270	0.002344975801
271	0.002344430177
272	0.002344398213
273	0.002344105054
274	0.002343302713
275	0.002343252672
276	0.00234316448
277	0.002343148498
278	0.002310370154
279	0.002310314349
280	0.002310307799
281	0.002289506858
282	0.00228953987
283	0.002289479086
284	0.002289434183
285	0.002289511211
286	0.002289161079
287	0.002289129014
288	0.00228911277
289	0.002289111722
290	0.002289069803
291	0.002289092335
292	0.002289070851
293	0.002289062729
294	0.002259251357
295	0.002259273627
296	0.002259250309
297	0.002259163689
298	0.002258942199
299	0.002258947963
300	0.002237112972
301	0.002218643075
302	0.002218640717
303	0.002218623687
304	0.002218577051
305	0.002198371203
306	0.002174520798
307	0.002174192121
308	0.002174174174
309	0.002153884592
310	0.002148289999
311	0.00213043375
312	0.002114894169
313	0.002094478734
314	0.00208705355
315	0.002077465494
316	0.00207734314
317	0.00207734314
318	0.002065996812
319	0.002051936291
320	0.002051848753
321	0.002051884123
322	0.002043860663
323	0.00204392328
324	0.002043892102
325	0.002043863575
326	0.002043842615
327	0.00204383279
328	0.002043840656
329	0.002028904586
330	0.002013692443
331	0.002013671745
332	0.002013669125
333	0.002013596421
334	0.002013590919
335	0.002013590919
336	0.001991443795
337	0.00199093674
338	0.001990938836
339	0.001990988091
340	0.001990836191
341	0.001990835405
342	0.001990813922
343	0.001990748815
344	0.001990684494
345	0.001990536888
346	0.001990491301
347	0.001990399137
348	0.001990372675
349	0.001990368483
350	0.001990345951
351	0.001990375295
352	0.00199028428
353	0.001990309331
354	0.001990262826
355	0.001990250774
356	0.001990072222
357	0.001975966691
358	0.001975798024
359	0.001975827368
360	0.001975850948
361	0.001975746863
362	0.001975746863
363	0.001975746863
364	0.001975656342
365	0.001975593201
366	0.001975521312
367	0.001975301233
368	0.001975277129
369	0.001975236257
370	0.001975240318
371	0.00197516188
372	0.001975147077
373	0.00197514223
374	0.001975121925
375	0.00197496394
376	0.001974957944
377	0.001974896535
378	0.001974870204
379	0.001974877147
380	0.00196797707
381	0.001967803365
382	0.001967768258
383	0.001967674754
384	0.001967683007
385	0.001967669121
386	0.001967683531
387	0.001967669746
388	0.001967622747
389	0.001967648
390	0.001949732011
391	0.001949765154
392	0.001949740627
393	0.001949714457
394	0.001949576777
395	0.001949585321
396	0.001949486548
397	0.001949487959
398	0.001949516416
399	0.001949492312
400	0.00194948288
401	0.001949464641
402	0.001949250327
403	0.001949291752
404	0.001949219411
405	0.001941704912
406	0.001941703733
407	0.001941653298
408	0.001941700458
409	0.00194162736
410	0.00194166142
411	0.001941578367
412	0.001941614522
413	0.001941428825
414	0.00194143603
415	0.001941455942
416	0.001941455942
417	0.001941448082
418	0.001941386542
419	0.001941412611
420	0.001941187525
421	0.001941082362
422	0.001940827819
423	0.001940820221
424	0.001940825199
425	0.001940819828
426	0.001940756199
427	0.001940738252
428	0.001940715487
429	0.001940738281
430	0.001940675402
431	0.001940674092
432	0.001940578331
433	0.001940565624
434	0.001940617107
435	0.001940568477
436	0.001940513064
437	0.001940513064
438	0.001940545057
439	0.001940488305
440	0.0019404942
441	0.00194030811
442	0.001940249976
443	0.001939792312
444	0.001922371078
445	0.001922338328
446	0.001922338328
447	0.001922340948
448	0.001922286584
449	0.001922250035
450	0.001922239817
451	0.001922243223
452	0.001922260646
453	0.001922255668
454	0.001922222847
455	0.001922220489
456	0.001922159705
457	0.001922168714
458	0.001922153679
459	0.001922137436
460	0.001922138222
461	0.001922132196
462	0.001922120406
463	0.001922085167
464	0.001922073931
465	0.001922087031
466	0.001922062665
467	0.001922088966
468	0.001922032797
469	0.001922007413
470	0.001922024967
471	0.001921928783
472	0.001921988257
473	0.001921992086
474	0.001921972829
475	0.001921934184
476	0.001921968244
477	0.001921993658
478	0.001921903399
479	0.001921901078
480	0.001921830237
481	0.001921851983
482	0.001921823788
483	0.001921771418
484	0.001921710634
485	0.001921663707
486	0.001921698815
487	0.001921581207
488	0.001921586971
489	0.001921586316
490	0.001921608687
491	0.001921594801
492	0.001921572008
493	0.001921575312
494	0.00192158553
495	0.001921535096
496	0.001921522972
497	0.001921494939
498	0.001921501851
499	0.001921504995
500	0.001921496349
501	0.001921489144
502	0.001921211063
503	0.00192117648
504	0.001921191645
505	0.001921093366
506	0.001921139538
507	0.001921113046
